order_id,ts,user_id,product_id,price,quantity,category,country,device,rating
158,2023-02-16T11:52:16,793,792,19.39,2,home,CA,mobile,3.3977910269986213
159,2023-03-13T08:49:20,3677,3381,7.67,1,toys,US,mobile,3.415024109322877
160,2023-10-05T16:23:51,3900,4474,39.35,4,electronics,IN,mobile,4.843501259381364
161,2023-10-13T12:47:57,1876,1764,33.7,1,sports,IN,mobile,4.756579194089852
162,2023-10-10T01:53:14,3789,2769,1.47,1,toys,IN,mobile,3.4126384186278482
163,2023-11-08T17:03:26,166,1568,43.8,1,electronics,CA,tablet,4.845863293176719
164,2023-09-21T07:39:20,2449,2937,34.84,4,toys,IN,mobile,4.761412190204142
165,2023-04-28T16:13:27,4338,2,31.56,1,beauty,IN,desktop,2.753165320897241
166,2023-02-14T22:22:29,90,1710,48.26,1,clothing,IN,mobile,3.0034124379883194
167,2023-06-29T20:08:42,317,635,2.28,4,electronics,IN,mobile,4.628400982252231
168,2023-06-06T13:25:05,3390,1108,17.59,1,home,AU,mobile,4.354136846879575
169,2023-08-27T11:57:45,22,410,27.23,1,sports,DE,mobile,3.071581377816858
170,2023-02-01T14:47:18,2357,4791,2.79,2,clothing,IN,desktop,3.5236315862084022
171,2023-07-28T06:24:36,312,2921,28.19,2,clothing,IN,mobile,2.789783117280459
172,2023-08-13T10:29:26,3889,159,22.51,2,beauty,IN,mobile,3.6668464325019485
173,2023-06-12T18:42:27,956,1713,29.86,1,sports,IN,mobile,5.0
174,2023-07-13T13:14:11,1798,4391,13.96,1,clothing,AU,mobile,5.0
175,2023-10-15T06:42:52,530,3624,73.32,1,home,DE,mobile,5.0
176,2023-10-09T09:59:41,2,375,22.31,4,beauty,IN,mobile,5.0
177,2023-11-24T06:11:08,1647,14,29.93,1,sports,US,mobile,4.3368520500195755
178,2023-01-16T22:52:49,1253,4357,16.73,2,sports,CA,mobile,3.9218397005828276
179,2023-03-25T06:54:02,3082,3779,24.34,1,beauty,IN,desktop,2.5990762912062237
180,2023-06-12T14:16:43,2361,576,18.8,2,electronics,US,mobile,3.6146963551306786
181,2023-04-23T10:34:51,2213,2353,75.36,2,sports,AU,mobile,3.535195952450366
182,2023-04-26T05:27:41,969,1317,111.34,3,electronics,IN,mobile,4.039819468801396
183,2023-07-28T03:54:28,1009,1230,47.62,2,beauty,IN,desktop,4.060978215485946
184,2023-07-30T00:07:19,3250,919,44.97,2,toys,IN,desktop,4.360103027183396
185,2023-11-22T03:39:21,892,4471,8.09,3,electronics,DE,mobile,4.724673407302854
186,2023-04-13T20:09:26,2475,3486,28.5,1,clothing,AU,mobile,2.902924729717486
187,2023-12-12T11:08:59,987,1864,64.49,2,electronics,US,tablet,4.455345852880352
188,2023-12-08T15:29:44,3674,3292,7.94,4,electronics,AU,tablet,4.891318069933757
189,2023-05-01T16:25:48,2633,3829,34.48,1,home,AU,mobile,5.0
190,2023-06-07T00:09:41,3554,1001,16.26,3,home,IN,mobile,2.895152966376707
191,2023-02-01T16:09:42,1625,2773,16.7,2,clothing,IN,desktop,3.1077468854893233
192,2023-06-07T12:55:12,736,3569,24.51,4,clothing,US,mobile,2.0619488977566567
193,2023-04-07T23:35:41,2890,962,25.91,1,beauty,AU,mobile,3.591180152362064
194,2023-09-21T23:28:25,4761,12,7.45,3,sports,IN,mobile,3.9820581442787706
195,2023-05-07T05:25:42,2546,2412,125.51,3,beauty,IN,mobile,4.683035730808089
196,2023-03-06T08:45:12,715,4147,3.49,3,beauty,IN,mobile,4.253072281572438
197,2023-03-16T09:42:20,964,373,14.41,1,beauty,FR,mobile,4.826484945402082
198,2023-09-17T03:33:37,4098,4017,151.42,1,electronics,US,mobile,2.5865494567391405
199,2023-01-03T00:40:11,3655,2360,64.08,3,clothing,AU,mobile,4.429303347455566
200,2023-05-26T14:50:22,2939,1301,87.24,1,clothing,IN,desktop,1.950778571710353
201,2023-08-26T12:56:25,1661,2632,59.78,1,clothing,IN,mobile,4.623429393394791
202,2023-06-23T08:37:29,146,3041,23.06,3,electronics,DE,desktop,4.411788372578272
203,2023-10-16T10:24:54,662,3504,15.97,1,sports,IN,desktop,4.660819860732681
204,2023-07-07T06:20:40,5017,770,13.84,3,clothing,IN,mobile,2.7830519980377475
205,2023-11-28T02:00:06,4009,3352,6.5,1,sports,GB,mobile,3.6587850331112617
206,2023-08-20T21:21:40,4449,73,16.63,1,toys,IN,mobile,3.816777675907874
207,2023-06-20T17:51:44,3714,2565,3.9,3,toys,US,desktop,3.778142176701273
208,2023-05-21T10:11:33,2775,2818,19.04,1,clothing,IN,mobile,2.6157678630111034
209,2023-04-27T19:40:05,3884,3620,131.46,3,electronics,IN,mobile,5.0
210,2023-03-03T11:24:59,4753,1932,160.03,1,toys,IN,mobile,3.7299154348863546
211,2023-07-17T18:33:11,4726,1541,54.45,2,electronics,FR,mobile,3.3257386834337828
212,2023-09-19T23:51:02,4896,1013,70.96,4,sports,GB,mobile,4.2028084783201605
213,2023-11-07T20:32:32,1602,2409,4.67,1,electronics,US,mobile,3.0069700544435136
214,2023-12-07T05:36:03,4407,262,101.73,1,toys,US,mobile,2.0623984663427652
215,2023-02-27T07:34:35,561,4138,32.04,3,home,GB,mobile,3.3672433917989704
216,2023-02-21T22:43:18,5044,73,16.58,1,clothing,IN,mobile,4.390570680218543
217,2023-07-28T16:16:13,4362,1986,6.69,4,electronics,AU,mobile,5.0
218,2023-05-28T07:45:00,2947,2531,21.34,1,beauty,IN,mobile,4.502029275716676
219,2023-04-29T00:46:25,964,537,11.59,3,sports,DE,mobile,4.591767646746288
220,2023-02-24T22:32:51,3037,2495,41.96,3,home,US,desktop,4.127845849892148
221,2023-06-28T07:52:50,1954,4738,27.51,1,beauty,US,mobile,2.8923020088105273
222,2023-08-03T14:45:40,1180,4286,13.34,2,electronics,US,tablet,3.765693558350415
223,2023-03-15T02:06:08,2149,1383,10.98,3,sports,GB,desktop,4.789370892415529
224,2023-11-13T04:53:18,768,2045,18.49,1,sports,IN,mobile,4.60620862886803
225,2023-08-01T01:50:52,2646,3717,1.44,1,toys,IN,mobile,4.776790203553568
226,2023-08-02T14:46:17,901,3085,1.49,1,beauty,CA,desktop,3.2832038370463783
227,2023-11-17T17:06:52,672,164,19.57,1,sports,US,mobile,3.3817758197867613
228,2023-04-20T08:25:33,546,4720,54.48,1,electronics,US,desktop,3.5876051326294824
229,2023-03-29T22:09:45,2445,2673,125.34,1,electronics,CA,desktop,3.821975782693144
230,2023-02-01T09:16:33,3898,4096,93.81,3,sports,US,desktop,3.658218394017782
231,2023-08-12T08:03:06,2248,79,89.07,3,home,IN,tablet,3.4560948355930194
232,2023-12-03T15:07:51,3577,4183,51.4,3,home,IN,mobile,3.931764343763608
233,2023-06-17T20:11:48,148,4328,18.43,4,sports,IN,desktop,3.0577801155862545
234,2023-04-22T01:39:54,2490,773,44.19,1,toys,IN,mobile,4.482987477274557
235,2023-01-24T00:46:08,1247,3720,59.65,1,electronics,IN,mobile,4.2530616060425075
236,2023-03-01T11:13:17,1641,2217,129.58,4,clothing,IN,mobile,3.1669412352030704
237,2023-10-05T16:29:14,770,2422,27.62,2,clothing,IN,mobile,3.0596717253810697
238,2023-04-05T16:44:43,3698,2838,13.8,2,beauty,GB,mobile,2.2302790695615986
239,2023-09-01T16:46:40,3989,4067,45.52,4,electronics,IN,mobile,2.882812901415026
240,2023-04-02T04:58:37,302,647,8.97,1,toys,DE,mobile,4.5449858002723635
241,2023-01-25T13:02:19,3869,3538,5.57,3,sports,FR,mobile,5.0
242,2023-11-07T03:28:12,2326,3755,57.78,1,home,IN,mobile,4.019144419062456
243,2023-03-10T20:44:12,1305,3301,7.98,1,clothing,IN,mobile,3.811879068442577
244,2023-06-08T20:56:09,3563,2521,33.39,4,home,IN,mobile,3.23453159121163
245,2023-05-07T08:27:56,2548,2980,1.21,1,clothing,IN,desktop,2.6951290910671846
246,2023-01-23T09:31:30,3896,1125,6.33,3,sports,GB,desktop,3.004322636894492
247,2023-12-20T06:46:58,1829,4918,48.58,3,clothing,US,mobile,3.503327668696798
248,2023-03-26T12:48:13,3587,4432,11.22,2,sports,IN,mobile,5.0
249,2023-10-07T07:41:17,594,3260,70.73,1,toys,IN,desktop,4.497945420055855
250,2023-08-21T05:24:34,432,4836,6.22,1,electronics,IN,mobile,3.5556160518755893
251,2023-08-11T11:14:02,476,2811,59.2,1,sports,IN,mobile,3.943039790974933
252,2023-11-14T00:37:02,2011,399,22.1,4,sports,IN,mobile,5.0
253,2023-04-02T01:29:51,837,500,18.99,1,home,IN,mobile,3.5250008221786544
254,2023-05-02T23:27:12,1901,2611,113.99,1,home,IN,desktop,4.694295092724242
255,2023-10-26T01:35:24,2004,2097,23.85,3,sports,IN,mobile,3.9752365854544274
256,2023-12-23T02:01:36,2840,3385,1.28,1,toys,IN,mobile,5.0
257,2023-01-20T19:27:52,1620,4644,1.54,2,clothing,IN,mobile,4.319520208979365
258,2023-10-30T11:16:25,3472,3254,23.41,1,beauty,IN,mobile,3.8009982142403484
259,2023-03-17T21:55:47,1720,2644,39.67,1,electronics,IN,mobile,3.8480828919680694
260,2023-04-30T18:25:18,672,1172,6.48,3,clothing,FR,desktop,4.099860486461239
261,2023-12-26T19:12:13,4261,2362,156.59,3,home,GB,mobile,2.857279011634203
262,2023-03-27T16:12:04,4480,1932,18.2,1,electronics,IN,mobile,3.033879090034493
263,2023-02-18T01:16:25,598,3063,32.51,3,beauty,AU,desktop,4.158797399749503
264,2023-08-11T11:44:16,1634,1518,25.52,1,clothing,IN,tablet,3.66967494482501
265,2023-11-06T11:09:35,3138,98,80.22,1,beauty,DE,mobile,3.727975291670632
266,2023-08-08T06:22:50,611,1728,64.19,1,beauty,IN,mobile,4.201159995696249
267,2023-12-02T14:51:25,4980,2792,85.09,4,sports,AU,mobile,4.285724741257981
268,2023-11-14T12:33:29,4977,4543,33.16,4,home,AU,mobile,3.971273354820974
269,2023-10-07T14:53:39,2275,4870,19.6,1,home,IN,desktop,2.3523083964446205
270,2023-07-08T11:56:11,2212,485,41.27,1,toys,US,mobile,4.180586623560118
271,2023-01-30T03:51:47,3526,3340,8.26,1,beauty,AU,mobile,3.508143344942121
272,2023-06-17T06:15:00,688,3691,16.03,4,toys,CA,desktop,3.535854637060298
273,2023-01-23T16:36:24,3959,575,27.57,3,beauty,GB,mobile,3.2242716597857592
274,2023-12-23T14:18:44,1561,2401,2.19,2,clothing,IN,mobile,4.327191346618624
275,2023-08-23T00:08:02,3548,265,69.38,1,toys,GB,mobile,5.0
276,2023-11-02T05:32:27,2505,2773,12.74,4,home,AU,mobile,3.8937383257080294
277,2023-04-17T23:57:35,3349,3832,4.65,1,beauty,IN,tablet,3.2943677125054234
278,2023-08-07T20:17:14,2327,3248,35.44,1,beauty,FR,desktop,4.547774946886595
279,2023-07-17T14:12:42,931,4385,6.4,1,clothing,IN,mobile,3.1691806505879363
280,2023-12-07T06:17:55,4220,3831,14.1,1,sports,AU,mobile,4.453436576596163
281,2023-02-19T20:24:46,4629,1337,15.49,4,sports,AU,desktop,4.651249528505987
282,2023-02-15T20:27:56,2258,1139,96.09,1,home,US,mobile,4.600714703475381
283,2023-03-28T15:32:07,2598,142,80.97,4,home,IN,desktop,3.6601142247988987
284,2023-10-02T20:30:15,4366,4250,136.54,4,electronics,IN,tablet,3.9852411013697906
285,2023-07-16T22:43:53,2332,2221,132.67,1,home,US,mobile,3.301166372746321
286,2023-01-28T21:16:21,1461,2724,5.06,4,electronics,IN,mobile,5.0
287,2023-08-07T05:47:04,4917,1763,11.27,4,toys,US,mobile,2.921706343062204
288,2023-08-20T07:40:39,3199,4791,31.31,4,electronics,IN,mobile,2.8541562076817204
289,2023-04-17T23:02:34,4590,1586,35.07,3,beauty,IN,mobile,5.0
290,2023-03-31T14:10:16,3517,1059,71.71,1,beauty,GB,mobile,3.9241664978489457
291,2023-08-09T01:07:01,3660,527,37.84,1,sports,IN,desktop,5.0
292,2023-12-30T22:37:16,4275,4228,46.13,2,sports,IN,desktop,5.0
293,2023-04-11T05:25:22,2902,194,13.67,1,electronics,US,desktop,3.9050229531979235
294,2023-05-04T04:29:04,4876,4358,2.87,1,sports,IN,mobile,3.834079014354614
295,2023-07-29T20:15:40,2801,4963,9.73,1,beauty,IN,mobile,5.0
296,2023-05-11T07:59:44,1214,1160,2.5,2,electronics,IN,desktop,4.109006198503485
297,2023-03-28T07:18:08,704,4414,21.22,4,toys,IN,desktop,4.7647450807641505
298,2023-01-18T08:55:48,2867,3643,29.32,1,beauty,GB,mobile,3.482239261087507
299,2023-09-20T16:40:42,1357,2175,13.85,1,sports,GB,desktop,2.9362514341652313
300,2023-05-16T20:25:32,3312,3373,51.69,2,clothing,GB,desktop,4.751944850128685
301,2023-04-15T13:59:09,3742,3053,71.78,1,sports,GB,mobile,3.250935505193645
302,2023-04-03T17:39:29,1775,2460,32.9,1,electronics,IN,mobile,2.011763542820169
303,2023-07-30T01:28:06,3869,4201,42.59,1,home,US,mobile,3.728870288205879
304,2023-09-09T18:17:41,2715,4725,94.1,4,home,US,mobile,3.714388966544252
305,2023-07-13T13:51:12,4009,4094,31.41,1,electronics,IN,mobile,3.842825933371063
306,2023-07-29T22:28:39,1820,2325,48.17,1,sports,GB,mobile,2.6634800575471917
307,2023-03-22T19:53:24,2022,3706,36.69,2,clothing,IN,mobile,5.0
308,2023-09-12T16:43:02,360,2042,19.48,4,sports,IN,mobile,4.41150688734492
309,2023-07-12T07:45:37,2981,7,7.15,1,electronics,CA,mobile,1.885424523707321
310,2023-11-30T13:48:18,3055,3547,22.08,1,electronics,GB,desktop,4.301049281600306
311,2023-09-17T10:10:41,3760,3700,35.72,4,electronics,IN,mobile,4.025156309720014
312,2023-05-28T23:09:32,1179,4459,20.64,1,home,IN,desktop,4.376368370620974
